,index,Loan_ID,Gender,Married,Dependents,Education,Self_Employed,ApplicantIncome,CoapplicantIncome,LoanAmount,Loan_Amount_Term,Credit_History,Property_Area,Loan_Status
534,563,LP002821,Male,No,0,Not Graduate,Yes,5800,0.0,132.0,360.0,1.0,Semiurban,Y
535,564,LP002832,Male,Yes,2,Graduate,No,8799,0.0,258.0,360.0,0.0,Urban,N
536,565,LP002833,Male,Yes,0,Not Graduate,No,4467,0.0,120.0,360.0,0.0,Rural,Y
537,566,LP002836,Male,No,0,Graduate,No,3333,0.0,70.0,360.0,1.0,Urban,Y
538,567,LP002837,Male,Yes,3,Graduate,No,3400,2500.0,123.0,360.0,0.0,Rural,N
539,568,LP002840,Female,No,0,Graduate,No,2378,0.0,9.0,360.0,1.0,Urban,N
540,569,LP002841,Male,Yes,0,Graduate,No,3166,2064.0,104.0,360.0,0.0,Urban,N
541,570,LP002842,Male,Yes,1,Graduate,No,3417,1750.0,186.0,360.0,1.0,Urban,Y
542,571,LP002847,Male,Yes,0,Graduate,No,5116,1451.0,165.0,360.0,0.0,Urban,N
543,572,LP002855,Male,Yes,2,Graduate,No,16666,0.0,275.0,360.0,1.0,Urban,Y
544,573,LP002862,Male,Yes,2,Not Graduate,No,6125,1625.0,187.0,480.0,1.0,Semiurban,N
545,574,LP002863,Male,Yes,3,Graduate,No,6406,0.0,150.0,360.0,1.0,Semiurban,N
546,575,LP002868,Male,Yes,2,Graduate,No,3159,461.0,108.0,84.0,1.0,Urban,Y
547,576,LP002872,Male,Yes,0,Graduate,No,3087,2210.0,136.0,360.0,0.0,Semiurban,N
548,577,LP002874,Male,No,0,Graduate,No,3229,2739.0,110.0,360.0,1.0,Urban,Y
549,578,LP002877,Male,Yes,1,Graduate,No,1782,2232.0,107.0,360.0,1.0,Rural,Y
550,580,LP002892,Male,Yes,2,Graduate,No,6540,0.0,205.0,360.0,1.0,Semiurban,Y
551,581,LP002893,Male,No,0,Graduate,No,1836,33837.0,90.0,360.0,1.0,Urban,N
552,582,LP002894,Female,Yes,0,Graduate,No,3166,0.0,36.0,360.0,1.0,Semiurban,Y
553,583,LP002898,Male,Yes,1,Graduate,No,1880,0.0,61.0,360.0,0.0,Rural,N
554,584,LP002911,Male,Yes,1,Graduate,No,2787,1917.0,146.0,360.0,0.0,Rural,N
555,585,LP002912,Male,Yes,1,Graduate,No,4283,3000.0,172.0,84.0,1.0,Rural,N
556,586,LP002916,Male,Yes,0,Graduate,No,2297,1522.0,104.0,360.0,1.0,Urban,Y
557,587,LP002917,Female,No,0,Not Graduate,No,2165,0.0,70.0,360.0,1.0,Semiurban,Y
558,588,LP002925,Male,No,0,Graduate,No,4750,0.0,94.0,360.0,1.0,Semiurban,Y
559,589,LP002926,Male,Yes,2,Graduate,Yes,2726,0.0,106.0,360.0,0.0,Semiurban,N
560,590,LP002928,Male,Yes,0,Graduate,No,3000,3416.0,56.0,180.0,1.0,Semiurban,Y
561,591,LP002931,Male,Yes,2,Graduate,Yes,6000,0.0,205.0,240.0,1.0,Semiurban,N
562,592,LP002933,Male,No,3,Graduate,Yes,9357,0.0,292.0,360.0,1.0,Semiurban,Y
563,593,LP002936,Male,Yes,0,Graduate,No,3859,3300.0,142.0,180.0,1.0,Rural,Y
564,594,LP002938,Male,Yes,0,Graduate,Yes,16120,0.0,260.0,360.0,1.0,Urban,Y
565,595,LP002940,Male,No,0,Not Graduate,No,3833,0.0,110.0,360.0,1.0,Rural,Y
566,596,LP002941,Male,Yes,2,Not Graduate,Yes,6383,1000.0,187.0,360.0,1.0,Rural,N
567,597,LP002943,Male,No,0,Graduate,No,2987,0.0,88.0,360.0,0.0,Semiurban,N
568,598,LP002945,Male,Yes,0,Graduate,Yes,9963,0.0,180.0,360.0,1.0,Rural,Y
569,599,LP002948,Male,Yes,2,Graduate,No,5780,0.0,192.0,360.0,1.0,Urban,Y
570,602,LP002953,Male,Yes,3,Graduate,No,5703,0.0,128.0,360.0,1.0,Urban,Y
571,603,LP002958,Male,No,0,Graduate,No,3676,4301.0,172.0,360.0,1.0,Rural,Y
572,604,LP002959,Female,Yes,1,Graduate,No,12000,0.0,496.0,360.0,1.0,Semiurban,Y
573,605,LP002960,Male,Yes,0,Not Graduate,No,2400,3800.0,,180.0,1.0,Urban,N
574,606,LP002961,Male,Yes,1,Graduate,No,3400,2500.0,173.0,360.0,1.0,Semiurban,Y
575,607,LP002964,Male,Yes,2,Not Graduate,No,3987,1411.0,157.0,360.0,1.0,Rural,Y
576,608,LP002974,Male,Yes,0,Graduate,No,3232,1950.0,108.0,360.0,1.0,Rural,Y
577,609,LP002978,Female,No,0,Graduate,No,2900,0.0,71.0,360.0,1.0,Rural,Y
578,610,LP002979,Male,Yes,3,Graduate,No,4106,0.0,40.0,180.0,1.0,Rural,Y
579,611,LP002983,Male,Yes,1,Graduate,No,8072,240.0,253.0,360.0,1.0,Urban,Y
580,612,LP002984,Male,Yes,2,Graduate,No,7583,0.0,187.0,360.0,1.0,Urban,Y
581,613,LP002990,Female,No,0,Graduate,Yes,4583,0.0,133.0,360.0,0.0,Semiurban,N
582,614,LP001015,Male,Yes,0,Graduate,No,5720,0.0,110.0,360.0,1.0,Urban,X
583,615,LP001022,Male,Yes,1,Graduate,No,3076,1500.0,126.0,360.0,1.0,Urban,X
584,616,LP001031,Male,Yes,2,Graduate,No,5000,1800.0,208.0,360.0,1.0,Urban,X
585,617,LP001035,Male,Yes,2,Graduate,No,2340,2546.0,100.0,360.0,0.0,Urban,X
586,618,LP001051,Male,No,0,Not Graduate,No,3276,0.0,78.0,360.0,1.0,Urban,X
587,619,LP001054,Male,Yes,0,Not Graduate,Yes,2165,3422.0,152.0,360.0,1.0,Urban,X
588,620,LP001055,Female,No,1,Not Graduate,No,2226,0.0,59.0,360.0,1.0,Semiurban,X
589,621,LP001056,Male,Yes,2,Not Graduate,No,3881,0.0,147.0,360.0,0.0,Rural,X
590,623,LP001067,Male,No,0,Not Graduate,No,2400,2400.0,123.0,360.0,1.0,Semiurban,X
591,624,LP001078,Male,No,0,Not Graduate,No,3091,0.0,90.0,360.0,1.0,Urban,X
592,626,LP001083,Male,No,3,Graduate,No,4166,0.0,40.0,180.0,0.0,Urban,X
593,628,LP001096,Female,No,0,Graduate,No,4666,0.0,124.0,360.0,1.0,Semiurban,X
594,629,LP001099,Male,No,1,Graduate,No,5667,0.0,131.0,360.0,1.0,Urban,X
595,630,LP001105,Male,Yes,2,Graduate,No,4583,2916.0,200.0,360.0,1.0,Urban,X
596,631,LP001107,Male,Yes,3,Graduate,No,3786,333.0,126.0,360.0,1.0,Semiurban,X
597,632,LP001108,Male,Yes,0,Graduate,No,9226,7916.0,300.0,360.0,1.0,Urban,X
598,633,LP001115,Male,No,0,Graduate,No,1300,3470.0,100.0,180.0,1.0,Semiurban,X
599,634,LP001121,Male,Yes,1,Not Graduate,No,1888,1620.0,48.0,360.0,1.0,Urban,X
600,635,LP001124,Female,No,3,Not Graduate,No,2083,0.0,28.0,180.0,1.0,Urban,X
601,636,LP001128,Male,No,0,Graduate,No,3909,0.0,101.0,360.0,1.0,Urban,X
602,637,LP001135,Female,No,0,Not Graduate,No,3765,0.0,125.0,360.0,1.0,Urban,X
603,638,LP001149,Male,Yes,0,Graduate,No,5400,4380.0,290.0,360.0,1.0,Urban,X
604,639,LP001153,Male,No,0,Graduate,No,0,24000.0,148.0,360.0,0.0,Rural,X
605,640,LP001163,Male,Yes,2,Graduate,No,4363,1250.0,140.0,360.0,0.0,Urban,X
606,641,LP001169,Male,Yes,0,Graduate,No,7500,3750.0,275.0,360.0,1.0,Urban,X
607,642,LP001174,Male,Yes,0,Graduate,No,3772,833.0,57.0,360.0,0.0,Semiurban,X
608,643,LP001176,Male,No,0,Graduate,No,2942,2382.0,125.0,180.0,1.0,Urban,X
609,644,LP001177,Female,No,0,Not Graduate,No,2478,0.0,75.0,360.0,1.0,Semiurban,X
610,645,LP001183,Male,Yes,2,Graduate,No,6250,820.0,192.0,360.0,1.0,Urban,X
611,646,LP001185,Male,No,0,Graduate,No,3268,1683.0,152.0,360.0,1.0,Semiurban,X
612,647,LP001187,Male,Yes,0,Graduate,No,2783,2708.0,158.0,360.0,1.0,Urban,X
613,648,LP001190,Male,Yes,0,Graduate,No,2740,1541.0,101.0,360.0,1.0,Urban,X
614,649,LP001203,Male,No,0,Graduate,No,3150,0.0,176.0,360.0,0.0,Semiurban,X
615,651,LP001210,Male,Yes,0,Graduate,Yes,2267,2792.0,90.0,360.0,1.0,Urban,X
616,652,LP001211,Male,No,0,Graduate,Yes,5833,0.0,116.0,360.0,1.0,Urban,X
617,653,LP001219,Male,No,0,Graduate,No,3643,1963.0,138.0,360.0,1.0,Urban,X
618,654,LP001220,Male,Yes,0,Graduate,No,5629,818.0,100.0,360.0,1.0,Urban,X
619,655,LP001221,Female,No,0,Graduate,No,3644,0.0,110.0,360.0,1.0,Urban,X
620,656,LP001226,Male,Yes,0,Not Graduate,No,1750,2024.0,90.0,360.0,1.0,Semiurban,X
621,657,LP001230,Male,No,0,Graduate,No,6500,2600.0,200.0,360.0,1.0,Semiurban,X
622,658,LP001231,Female,No,0,Graduate,No,3666,0.0,84.0,360.0,1.0,Urban,X
623,659,LP001232,Male,Yes,0,Graduate,No,4260,3900.0,185.0,,0.0,Urban,X
624,660,LP001237,Male,Yes,0,Not Graduate,No,4163,1475.0,162.0,360.0,1.0,Urban,X
625,661,LP001242,Male,No,0,Not Graduate,No,2356,1902.0,108.0,360.0,1.0,Semiurban,X
626,662,LP001268,Male,No,0,Graduate,No,6792,3338.0,187.0,,1.0,Urban,X
627,663,LP001270,Male,Yes,3,Not Graduate,Yes,8000,250.0,187.0,360.0,1.0,Semiurban,X
628,664,LP001284,Male,Yes,1,Graduate,No,2419,1707.0,124.0,360.0,1.0,Urban,X
629,665,LP001287,Male,Yes,3,Not Graduate,No,3500,833.0,120.0,360.0,1.0,Semiurban,X
630,666,LP001291,Male,Yes,1,Graduate,No,3500,3077.0,160.0,360.0,1.0,Semiurban,X
631,667,LP001298,Male,Yes,2,Graduate,No,4116,1000.0,30.0,180.0,1.0,Urban,X
632,668,LP001312,Male,Yes,0,Not Graduate,Yes,5293,0.0,92.0,360.0,1.0,Urban,X
633,669,LP001313,Male,No,0,Graduate,No,2750,0.0,130.0,360.0,0.0,Urban,X
634,670,LP001317,Female,No,0,Not Graduate,No,4402,0.0,130.0,360.0,1.0,Rural,X
635,671,LP001321,Male,Yes,2,Graduate,No,3613,3539.0,134.0,180.0,1.0,Semiurban,X
636,672,LP001323,Female,Yes,2,Graduate,No,2779,3664.0,176.0,360.0,0.0,Semiurban,X
637,673,LP001324,Male,Yes,3,Graduate,No,4720,0.0,90.0,180.0,1.0,Semiurban,X
638,674,LP001332,Male,Yes,0,Not Graduate,No,2415,1721.0,110.0,360.0,1.0,Semiurban,X
639,675,LP001335,Male,Yes,0,Graduate,Yes,7016,292.0,125.0,360.0,1.0,Urban,X
640,676,LP001338,Female,No,2,Graduate,No,4968,0.0,189.0,360.0,1.0,Semiurban,X
641,677,LP001347,Female,No,0,Graduate,No,2101,1500.0,108.0,360.0,0.0,Rural,X
642,678,LP001348,Male,Yes,3,Not Graduate,No,4490,0.0,125.0,360.0,1.0,Urban,X
643,679,LP001351,Male,Yes,0,Graduate,No,2917,3583.0,138.0,360.0,1.0,Semiurban,X
644,680,LP001352,Male,Yes,0,Not Graduate,No,4700,0.0,135.0,360.0,0.0,Semiurban,X
645,681,LP001358,Male,Yes,0,Graduate,No,3445,0.0,130.0,360.0,0.0,Semiurban,X
646,682,LP001359,Male,Yes,0,Graduate,No,7666,0.0,187.0,360.0,1.0,Semiurban,X
647,683,LP001361,Male,Yes,0,Graduate,No,2458,5105.0,188.0,360.0,0.0,Rural,X
648,684,LP001366,Female,No,0,Graduate,No,3250,0.0,95.0,360.0,1.0,Semiurban,X
649,685,LP001368,Male,No,0,Graduate,No,4463,0.0,65.0,360.0,1.0,Semiurban,X
650,687,LP001380,Male,Yes,0,Graduate,Yes,3900,2094.0,232.0,360.0,1.0,Rural,X
651,688,LP001386,Male,Yes,0,Not Graduate,No,4750,3583.0,144.0,360.0,1.0,Semiurban,X
652,689,LP001400,Male,No,0,Graduate,No,3583,3435.0,155.0,360.0,1.0,Urban,X
653,690,LP001407,Male,Yes,0,Graduate,No,3189,2367.0,186.0,360.0,1.0,Urban,X
654,691,LP001413,Male,No,0,Graduate,Yes,6356,0.0,50.0,360.0,1.0,Rural,X
655,692,LP001415,Male,Yes,1,Graduate,No,3413,4053.0,,360.0,1.0,Semiurban,X
656,693,LP001419,Female,Yes,0,Graduate,No,7950,0.0,185.0,360.0,1.0,Urban,X
657,694,LP001420,Male,Yes,3,Graduate,No,3829,1103.0,163.0,360.0,0.0,Urban,X
658,695,LP001428,Male,Yes,3,Graduate,No,72529,0.0,360.0,360.0,1.0,Urban,X
659,696,LP001445,Male,Yes,2,Not Graduate,No,4136,0.0,149.0,480.0,0.0,Rural,X
660,697,LP001446,Male,Yes,0,Graduate,No,8449,0.0,257.0,360.0,1.0,Rural,X
661,698,LP001450,Male,Yes,0,Graduate,No,4456,0.0,131.0,180.0,0.0,Semiurban,X
662,699,LP001452,Male,Yes,2,Graduate,No,4635,8000.0,102.0,180.0,1.0,Rural,X
663,700,LP001455,Male,Yes,0,Graduate,No,3571,1917.0,135.0,360.0,1.0,Urban,X
664,701,LP001466,Male,No,0,Graduate,No,3066,0.0,95.0,360.0,1.0,Semiurban,X
665,702,LP001471,Male,No,2,Not Graduate,No,3235,2015.0,77.0,360.0,1.0,Semiurban,X
666,704,LP001475,Male,Yes,0,Graduate,Yes,3188,2286.0,130.0,360.0,0.0,Rural,X
667,705,LP001483,Male,Yes,3,Graduate,No,13518,0.0,390.0,360.0,1.0,Rural,X
668,706,LP001486,Male,Yes,1,Graduate,No,4364,2500.0,185.0,360.0,1.0,Semiurban,X
669,707,LP001490,Male,Yes,2,Not Graduate,No,4766,1646.0,100.0,360.0,1.0,Semiurban,X
670,708,LP001496,Male,Yes,1,Graduate,No,4609,2333.0,123.0,360.0,0.0,Semiurban,X
671,709,LP001499,Female,Yes,3,Graduate,No,6260,0.0,110.0,360.0,1.0,Semiurban,X
672,710,LP001500,Male,Yes,1,Graduate,No,3333,4200.0,256.0,360.0,1.0,Urban,X
673,711,LP001501,Male,Yes,0,Graduate,No,3500,3250.0,140.0,360.0,1.0,Semiurban,X
674,712,LP001517,Male,Yes,3,Graduate,No,9719,0.0,61.0,360.0,1.0,Urban,X
675,713,LP001527,Male,Yes,3,Graduate,No,6835,0.0,188.0,360.0,0.0,Semiurban,X
676,714,LP001534,Male,No,0,Graduate,No,4452,0.0,131.0,360.0,1.0,Rural,X
677,715,LP001542,Female,Yes,0,Graduate,No,2262,0.0,,480.0,0.0,Semiurban,X
678,716,LP001547,Male,Yes,1,Graduate,No,3901,0.0,116.0,360.0,1.0,Urban,X
679,717,LP001548,Male,Yes,2,Not Graduate,No,2687,0.0,50.0,180.0,1.0,Rural,X
680,718,LP001558,Male,No,0,Graduate,No,2243,2233.0,107.0,360.0,0.0,Semiurban,X
681,719,LP001561,Female,Yes,0,Graduate,No,3417,1287.0,200.0,360.0,1.0,Semiurban,X
682,720,LP001563,Female,No,0,Graduate,No,1596,1760.0,119.0,360.0,0.0,Urban,X
683,721,LP001567,Male,Yes,3,Graduate,No,4513,0.0,120.0,360.0,1.0,Rural,X
684,722,LP001568,Male,Yes,0,Graduate,No,4500,0.0,140.0,360.0,1.0,Semiurban,X
685,723,LP001573,Male,Yes,0,Not Graduate,No,4523,1350.0,165.0,360.0,1.0,Urban,X
686,724,LP001584,Female,No,0,Graduate,Yes,4742,0.0,108.0,360.0,1.0,Semiurban,X
687,725,LP001587,Male,Yes,0,Graduate,No,4082,0.0,93.0,360.0,1.0,Semiurban,X
688,726,LP001589,Female,No,0,Graduate,No,3417,0.0,102.0,360.0,1.0,Urban,X
689,727,LP001591,Female,Yes,2,Graduate,No,2922,3396.0,122.0,360.0,1.0,Semiurban,X
690,728,LP001599,Male,Yes,0,Graduate,No,4167,4754.0,160.0,360.0,1.0,Rural,X
691,729,LP001601,Male,No,3,Graduate,No,4243,4123.0,157.0,360.0,0.0,Semiurban,X
692,730,LP001607,Female,No,0,Not Graduate,No,0,1760.0,180.0,360.0,1.0,Semiurban,X
693,731,LP001611,Male,Yes,1,Graduate,No,1516,2900.0,80.0,,0.0,Rural,X
694,732,LP001613,Female,No,0,Graduate,No,1762,2666.0,104.0,360.0,0.0,Urban,X
695,733,LP001622,Male,Yes,2,Graduate,No,724,3510.0,213.0,360.0,0.0,Rural,X
696,734,LP001627,Male,No,0,Graduate,No,3125,0.0,65.0,360.0,1.0,Urban,X
697,735,LP001650,Male,Yes,0,Graduate,No,2333,3803.0,146.0,360.0,1.0,Rural,X
698,736,LP001651,Male,Yes,3,Graduate,No,3350,1560.0,135.0,360.0,1.0,Urban,X
699,737,LP001652,Male,No,0,Graduate,No,2500,6414.0,187.0,360.0,0.0,Rural,X
700,738,LP001655,Female,No,0,Graduate,No,12500,0.0,300.0,360.0,0.0,Urban,X
701,739,LP001660,Male,No,0,Graduate,No,4667,0.0,120.0,360.0,1.0,Semiurban,X
702,740,LP001662,Male,No,0,Graduate,No,6500,0.0,71.0,360.0,0.0,Urban,X
703,741,LP001663,Male,Yes,2,Graduate,No,7500,0.0,225.0,360.0,1.0,Urban,X
704,742,LP001667,Male,No,0,Graduate,No,3073,0.0,70.0,180.0,1.0,Urban,X
705,743,LP001695,Male,Yes,1,Not Graduate,No,3321,2088.0,70.0,,1.0,Semiurban,X
706,744,LP001703,Male,Yes,0,Graduate,No,3333,1270.0,124.0,360.0,1.0,Urban,X
707,745,LP001718,Male,No,0,Graduate,No,3391,0.0,132.0,360.0,1.0,Rural,X
708,746,LP001728,Male,Yes,1,Graduate,Yes,3343,1517.0,105.0,360.0,1.0,Rural,X
709,747,LP001735,Female,No,1,Graduate,No,3620,0.0,90.0,360.0,1.0,Urban,X
710,748,LP001737,Male,No,0,Graduate,No,4000,0.0,83.0,84.0,1.0,Urban,X
711,749,LP001739,Male,Yes,0,Graduate,No,4258,0.0,125.0,360.0,1.0,Urban,X
712,750,LP001742,Male,Yes,2,Graduate,No,4500,0.0,147.0,360.0,1.0,Rural,X
713,751,LP001757,Male,Yes,1,Graduate,No,2014,2925.0,120.0,360.0,1.0,Rural,X
714,752,LP001769,Male,No,0,Graduate,No,3333,1250.0,110.0,360.0,1.0,Semiurban,X
715,753,LP001771,Female,No,3,Graduate,No,4083,0.0,103.0,360.0,0.0,Semiurban,X
716,754,LP001785,Male,No,0,Graduate,No,4727,0.0,150.0,360.0,0.0,Rural,X
717,755,LP001787,Male,Yes,3,Graduate,No,3089,2999.0,100.0,240.0,1.0,Rural,X
718,757,LP001791,Male,Yes,0,Graduate,Yes,32000,0.0,550.0,360.0,0.0,Semiurban,X
719,758,LP001794,Male,Yes,2,Graduate,Yes,10890,0.0,260.0,12.0,1.0,Rural,X
720,759,LP001797,Female,No,0,Graduate,No,12941,0.0,150.0,300.0,1.0,Urban,X
721,760,LP001815,Male,No,0,Not Graduate,No,3276,0.0,90.0,360.0,1.0,Semiurban,X
722,761,LP001817,Male,No,0,Not Graduate,Yes,8703,0.0,199.0,360.0,0.0,Rural,X
723,762,LP001818,Male,Yes,1,Graduate,No,4742,717.0,139.0,360.0,1.0,Semiurban,X
724,763,LP001822,Male,No,0,Graduate,No,5900,0.0,150.0,360.0,1.0,Urban,X
725,764,LP001827,Male,No,0,Graduate,No,3071,4309.0,180.0,360.0,1.0,Urban,X
726,765,LP001831,Male,Yes,0,Graduate,No,2783,1456.0,113.0,360.0,1.0,Urban,X
727,766,LP001842,Male,No,0,Graduate,No,5000,0.0,148.0,360.0,1.0,Rural,X
728,767,LP001853,Male,Yes,1,Not Graduate,No,2463,2360.0,117.0,360.0,0.0,Urban,X
729,768,LP001855,Male,Yes,2,Graduate,No,4855,0.0,72.0,360.0,1.0,Rural,X
730,769,LP001857,Male,No,0,Not Graduate,Yes,1599,2474.0,125.0,300.0,1.0,Semiurban,X
731,770,LP001862,Male,Yes,2,Graduate,Yes,4246,4246.0,214.0,360.0,1.0,Urban,X
732,771,LP001867,Male,Yes,0,Graduate,No,4333,2291.0,133.0,350.0,1.0,Rural,X
733,772,LP001878,Male,No,1,Graduate,No,5823,2529.0,187.0,360.0,1.0,Semiurban,X
734,773,LP001881,Male,Yes,0,Not Graduate,No,7895,0.0,143.0,360.0,1.0,Rural,X
735,774,LP001886,Male,No,0,Graduate,No,4150,4256.0,209.0,360.0,1.0,Rural,X
736,776,LP001909,Male,No,0,Graduate,No,5583,0.0,116.0,360.0,1.0,Urban,X
737,777,LP001911,Female,No,0,Graduate,No,2708,0.0,65.0,360.0,1.0,Rural,X
738,778,LP001921,Male,No,1,Graduate,No,3180,2370.0,80.0,240.0,0.0,Rural,X
739,779,LP001923,Male,No,0,Not Graduate,No,2268,0.0,170.0,360.0,0.0,Semiurban,X
740,780,LP001933,Male,No,2,Not Graduate,No,1141,2017.0,120.0,360.0,0.0,Urban,X
741,781,LP001943,Male,Yes,0,Graduate,No,3042,3167.0,135.0,360.0,1.0,Urban,X
742,783,LP001959,Female,Yes,1,Graduate,No,3564,0.0,79.0,360.0,1.0,Rural,X
743,784,LP001961,Female,No,0,Graduate,No,3958,0.0,110.0,360.0,1.0,Rural,X
744,785,LP001973,Male,Yes,2,Not Graduate,No,4483,0.0,130.0,360.0,1.0,Rural,X
745,786,LP001975,Male,Yes,0,Graduate,No,5225,0.0,143.0,360.0,1.0,Rural,X
746,787,LP001979,Male,No,0,Graduate,No,3017,2845.0,159.0,180.0,0.0,Urban,X
747,788,LP001995,Male,Yes,0,Not Graduate,No,2431,1820.0,110.0,360.0,0.0,Rural,X
748,790,LP002007,Male,Yes,2,Not Graduate,No,2500,3333.0,131.0,360.0,1.0,Urban,X
749,791,LP002009,Female,No,0,Graduate,No,2918,0.0,65.0,360.0,0.0,Rural,X
750,792,LP002016,Male,Yes,2,Graduate,No,5128,0.0,143.0,360.0,1.0,Rural,X
751,793,LP002017,Male,Yes,3,Graduate,No,15312,0.0,187.0,360.0,0.0,Urban,X
752,794,LP002018,Male,Yes,2,Graduate,No,3958,2632.0,160.0,360.0,1.0,Semiurban,X
753,795,LP002027,Male,Yes,0,Graduate,No,4334,2945.0,165.0,360.0,1.0,Semiurban,X
754,796,LP002028,Male,Yes,2,Graduate,No,4358,0.0,110.0,360.0,1.0,Urban,X
755,797,LP002042,Female,Yes,1,Graduate,No,4000,3917.0,173.0,360.0,1.0,Rural,X
756,798,LP002045,Male,Yes,3,Graduate,No,10166,750.0,150.0,,1.0,Urban,X
757,799,LP002046,Male,Yes,0,Not Graduate,No,4483,0.0,135.0,360.0,0.0,Semiurban,X
758,800,LP002047,Male,Yes,2,Not Graduate,No,4521,1184.0,150.0,360.0,1.0,Semiurban,X
759,801,LP002056,Male,Yes,2,Graduate,No,9167,0.0,235.0,360.0,1.0,Semiurban,X
760,802,LP002057,Male,Yes,0,Not Graduate,No,13083,0.0,,360.0,1.0,Rural,X
761,803,LP002059,Male,Yes,2,Graduate,No,7874,3967.0,336.0,360.0,1.0,Rural,X
762,804,LP002062,Female,Yes,1,Graduate,No,4333,0.0,132.0,84.0,1.0,Rural,X
763,805,LP002064,Male,No,0,Graduate,No,4083,0.0,96.0,360.0,1.0,Urban,X
764,807,LP002070,Male,Yes,3,Not Graduate,No,2654,1998.0,128.0,360.0,0.0,Rural,X
765,808,LP002077,Male,Yes,1,Graduate,No,10000,2690.0,412.0,360.0,1.0,Semiurban,X
766,809,LP002083,Male,No,0,Graduate,Yes,5833,0.0,116.0,360.0,1.0,Urban,X
767,810,LP002090,Male,Yes,1,Graduate,No,4796,0.0,114.0,360.0,0.0,Semiurban,X
768,811,LP002096,Male,Yes,0,Not Graduate,No,2000,1600.0,115.0,360.0,1.0,Rural,X
769,812,LP002099,Male,Yes,2,Graduate,No,2540,700.0,104.0,360.0,0.0,Urban,X
770,813,LP002102,Male,Yes,0,Graduate,Yes,1900,1442.0,88.0,360.0,1.0,Rural,X
771,814,LP002105,Male,Yes,0,Graduate,Yes,8706,0.0,108.0,480.0,1.0,Rural,X
772,815,LP002107,Male,Yes,3,Not Graduate,No,2855,542.0,90.0,360.0,1.0,Urban,X
773,816,LP002111,Male,Yes,0,Graduate,No,3016,1300.0,100.0,360.0,0.0,Urban,X
774,817,LP002117,Female,Yes,0,Graduate,No,3159,2374.0,108.0,360.0,1.0,Semiurban,X
775,818,LP002118,Female,No,0,Graduate,No,1937,1152.0,78.0,360.0,1.0,Semiurban,X
776,819,LP002123,Male,Yes,0,Graduate,No,2613,2417.0,123.0,360.0,1.0,Semiurban,X
777,820,LP002125,Male,Yes,1,Graduate,No,4960,2600.0,187.0,360.0,1.0,Semiurban,X
778,821,LP002148,Male,Yes,1,Graduate,No,3074,1083.0,146.0,360.0,1.0,Semiurban,X
779,822,LP002152,Female,No,0,Graduate,No,4213,0.0,80.0,360.0,1.0,Urban,X
780,823,LP002165,Male,No,1,Not Graduate,No,2038,4027.0,100.0,360.0,1.0,Rural,X
781,824,LP002167,Female,No,0,Graduate,No,2362,0.0,55.0,360.0,1.0,Urban,X
782,825,LP002168,Male,No,0,Graduate,No,5333,2400.0,200.0,360.0,0.0,Rural,X
783,826,LP002172,Male,Yes,3,Graduate,Yes,5384,0.0,150.0,360.0,1.0,Semiurban,X
784,827,LP002176,Male,No,0,Graduate,No,5708,0.0,150.0,360.0,1.0,Rural,X
785,828,LP002183,Male,Yes,0,Not Graduate,No,3754,3719.0,118.0,,1.0,Rural,X
786,829,LP002184,Male,Yes,0,Not Graduate,No,2914,2130.0,150.0,300.0,1.0,Urban,X
787,830,LP002186,Male,Yes,0,Not Graduate,No,2747,2458.0,118.0,36.0,1.0,Semiurban,X
788,831,LP002192,Male,Yes,0,Graduate,No,7830,2183.0,212.0,360.0,1.0,Rural,X
789,832,LP002195,Male,Yes,1,Graduate,Yes,3507,3148.0,212.0,360.0,1.0,Rural,X
790,833,LP002208,Male,Yes,1,Graduate,No,3747,2139.0,125.0,360.0,1.0,Urban,X
791,834,LP002212,Male,Yes,0,Graduate,No,2166,2166.0,108.0,360.0,0.0,Urban,X
792,835,LP002240,Male,Yes,0,Not Graduate,No,3500,2168.0,149.0,360.0,1.0,Rural,X
793,836,LP002245,Male,Yes,2,Not Graduate,No,2896,0.0,80.0,480.0,1.0,Urban,X
794,837,LP002253,Female,No,1,Graduate,No,5062,0.0,152.0,300.0,1.0,Rural,X
795,838,LP002256,Female,No,2,Graduate,Yes,5184,0.0,187.0,360.0,0.0,Semiurban,X
796,839,LP002257,Female,No,0,Graduate,No,2545,0.0,74.0,360.0,1.0,Urban,X
797,840,LP002264,Male,Yes,0,Graduate,No,2553,1768.0,102.0,360.0,1.0,Urban,X
798,841,LP002270,Male,Yes,1,Graduate,No,3436,3809.0,100.0,360.0,1.0,Rural,X
799,842,LP002279,Male,No,0,Graduate,No,2412,2755.0,130.0,360.0,1.0,Rural,X
800,843,LP002286,Male,Yes,3,Not Graduate,No,5180,0.0,125.0,360.0,0.0,Urban,X
801,844,LP002294,Male,No,0,Graduate,No,14911,14507.0,130.0,360.0,1.0,Semiurban,X
802,845,LP002298,Male,No,0,Graduate,Yes,2860,2988.0,138.0,360.0,1.0,Urban,X
803,846,LP002306,Male,Yes,0,Graduate,No,1173,1594.0,28.0,180.0,1.0,Rural,X
804,847,LP002310,Female,No,1,Graduate,No,7600,0.0,92.0,360.0,1.0,Semiurban,X
805,848,LP002311,Female,Yes,0,Graduate,No,2157,1788.0,104.0,360.0,1.0,Urban,X
